,trade_date,weighted_dividend_rate,sh_close,nation10_yield,weighted_dividend_rate_div_nation10
186,2006-02-10,7.62261605960265,1282.656,,
187,2006-02-13,4.851605524384981,1279.64,,
188,2006-02-14,4.856530718232045,1286.327,,
189,2006-02-15,4.901443529411765,1299.166,,
190,2006-02-16,5.11919882253995,1270.633,,
191,2006-02-17,5.1559342304457525,1267.408,,
192,2006-02-20,4.496449815270935,1267.542,,
193,2006-02-21,6.24106097165992,1288.419,,
194,2006-02-22,4.979443162020905,1284.226,,
195,2006-02-23,4.549244772727273,1288.847,,
196,2006-02-24,4.1965707710011495,1296.866,,
197,2006-02-27,4.968993767840152,1297.186,,
198,2006-02-28,4.473534569247547,1299.03,,
199,2006-03-01,6.520176374745416,1306.586,2.9,2.248336680946695
200,2006-03-02,4.852343474041727,1285.666,2.9,1.6732218876005955
201,2006-03-03,5.074285542797495,1293.297,2.87,1.7680437431350156
202,2006-03-06,6.440762057877814,1288.955,2.93,2.19821230644294
203,2006-03-07,5.139076448422045,1259.916,2.9,1.7720953270420845
204,2006-03-08,5.063278716904277,1250.384,2.88,1.7580828878139851
205,2006-03-09,6.688327670623146,1245.166,2.88,2.322335996744148
206,2006-03-10,5.2317667003027255,1245.653,2.89,1.8102998962985208
207,2006-03-13,5.232597295774648,1259.674,2.9,1.8043438950947064
208,2006-03-14,5.190844154488517,1259.044,2.9,1.7899462601684544
209,2006-03-15,5.099588294651867,1274.812,2.91,1.7524358400865525
210,2006-03-16,5.092598956158664,1274.19,2.91,1.7500340055528054
211,2006-03-17,5.035522387320457,1269.462,2.92,1.7244939682604306
212,2006-03-20,4.40164646017699,1288.418,2.93,1.5022684164426587
213,2006-03-21,4.303996616541352,1290.395,2.92,1.473971444021011
214,2006-03-22,4.792896021348859,1296.706,2.93,1.6358006898801567
215,2006-03-23,4.500787949836424,1302.457,2.91,1.546662525716984
216,2006-03-24,4.519194601962923,1294.704,2.9,1.5583429661941113
217,2006-03-27,5.7945389046270055,1295.915,2.92,1.9844311317215773
218,2006-03-28,4.875572202327664,1298.791,2.92,1.6697165076464604
219,2006-03-29,5.045502467411547,1305.567,2.94,1.7161573018406622
220,2006-03-30,4.861608350951374,1294.718,2.94,1.653608282636522
221,2006-03-31,4.522061541396414,1298.295,2.94,1.538116170542998
222,2006-04-03,4.708548829002245,1319.471,2.92,1.6125167222610428
223,2006-04-04,4.507233905874271,1329.798,2.92,1.543573255436394
224,2006-04-05,5.122091618108471,1340.162,2.91,1.760168940930746
225,2006-04-06,6.131340765306122,1339.737,2.94,2.0854900562265724
226,2006-04-07,4.102323915525114,1342.965,2.93,1.4001105513737588
227,2006-04-10,4.54355637149028,1359.081,2.93,1.550701833273133
228,2006-04-11,3.2075632318501173,1362.229,2.97,1.0799876201515546
229,2006-04-12,3.969708704771893,1360.132,2.98,1.3321170150241253
230,2006-04-13,4.674195725734639,1332.33,2.94,1.589862491746476
231,2006-04-14,4.1758815399484535,1359.538,2.95,1.4155530643893062
232,2006-04-17,3.373870413223141,1378.614,2.94,1.1475749704840617
233,2006-04-18,4.160349939831528,1385.114,3.01,1.382176059744694
234,2006-04-19,3.942293251340272,1396.702,3.01,1.309731977189459
235,2006-04-20,3.262279675925925,1385.9,3.0,1.087426558641975
236,2006-04-21,3.155586540803897,1416.793,3.05,1.034618537968491
237,2006-04-24,4.044302905342081,1409.786,3.05,1.3260009525711742
238,2006-04-25,4.06188302435478,1399.767,3.06,1.3274127530571178
239,2006-04-26,3.4954225326991684,1417.477,3.05,1.1460401746554651
240,2006-04-27,4.905294135338346,1416.732,3.01,1.6296658256938028
241,2006-04-28,4.921626832680469,1440.223,3.01,1.6350919709901892
242,2006-05-08,4.115459349210092,1497.104,3.02,1.3627348838444011
243,2006-05-09,3.476057981964415,1531.161,3.0,1.1586859939881384
244,2006-05-10,3.41673274671419,1545.687,3.0,1.1389109155713968
245,2006-05-11,3.982111518324608,1537.377,3.0,1.3273705061082026
246,2006-05-12,4.639702260214429,1602.832,3.02,1.536325251726632
247,2006-05-15,2.961831124932396,1664.088,3.03,0.9775020214298338
248,2006-05-16,2.7533857933115407,1613.251,3.02,0.9117171501031592
249,2006-05-17,4.293674324594757,1625.146,3.0,1.431224774864919
250,2006-05-18,3.5629272756206234,1617.281,3.0,1.1876424252068745
251,2006-05-19,3.681588052068806,1659.545,2.99,1.2313003518624768
252,2006-05-22,3.614454958742022,1657.689,3.0,1.204818319580674
253,2006-05-23,3.660911602564103,1604.552,3.02,1.2122223849550011
254,2006-05-24,4.363493710575138,1590.924,3.0,1.454497903525046
255,2006-05-25,4.850473913525499,1591.425,3.0,1.616824637841833
256,2006-05-26,5.320632830595207,1613.894,3.0,1.7735442768650689
257,2006-05-29,4.783632787756404,1648.538,3.03,1.5787566956291763
258,2006-05-30,4.663495514838129,1657.288,3.02,1.5442038128603075
259,2006-05-31,4.453309372453136,1641.3,3.02,1.4746057524679257
260,2006-06-01,4.3440996442098,1684.195,3.03,1.4336962522144556
261,2006-06-02,4.535095578986311,1669.399,3.05,1.4869165832742006
262,2006-06-05,4.790876714697406,1684.624,3.03,1.5811474305932034
263,2006-06-06,4.455570569991618,1679.126,3.02,1.475354493374708
264,2006-06-07,5.127192068674953,1589.545,3.05,1.681046579893427
265,2006-06-08,4.993741025169944,1591.49,3.05,1.6372921393999815
266,2006-06-09,4.59941249675015,1551.384,3.03,1.5179579197195217
267,2006-06-12,4.39213895410886,1552.798,3.05,1.4400455587242162
268,2006-06-13,4.29394218074449,1548.495,3.08,1.394137071670289
269,2006-06-14,3.9102856325301207,1531.327,3.09,1.2654646059968029
270,2006-06-15,4.114545342045342,1533.98,3.1,1.3272726909823684
271,2006-06-16,3.635291422794509,1574.467,3.1,1.1726746525143577
272,2006-06-19,3.560097012087464,1586.286,3.12,1.141056734643418
273,2006-06-20,3.203099407793439,1592.332,3.1,1.0332578734817546
274,2006-06-21,3.3507404227526423,1598.116,3.15,1.063727118334172
275,2006-06-22,2.8302451881683104,1596.066,3.12,0.9071298680026636
276,2006-06-23,2.603368961737744,1605.711,3.13,0.831747272120685
277,2006-06-26,3.616388652623212,1633.449,3.15,1.1480598897216547
278,2006-06-27,3.1885083237437675,1639.551,3.15,1.0122248646805612
279,2006-06-28,3.1253612347451547,1639.286,3.15,0.9921781697603664
280,2006-06-29,2.506796950534008,1671.618,3.15,0.7958085557250819
281,2006-06-30,2.449574795346833,1672.211,3.17,0.7727365285005783
282,2006-07-03,2.1151202667534155,1697.282,3.16,0.6693418565675365
283,2006-07-04,2.442379424460432,1681.547,3.15,0.7753585474477562
284,2006-07-05,2.5565855289672546,1718.555,3.18,0.8039577135117152
285,2006-07-06,2.89038843277888,1741.47,3.17,0.9117944582898676
286,2006-07-07,2.7248057820115203,1730.19,3.18,0.8568571641545661
287,2006-07-10,2.330563376110563,1734.329,3.17,0.7351934940411871
288,2006-07-11,2.393484511784512,1745.806,3.17,0.7550424327395937
289,2006-07-12,2.969884124935468,1740.0,3.2,0.9280887890423336
290,2006-07-13,2.737884314857583,1655.773,3.23,0.8476422027422857
291,2006-07-14,3.1444994434550324,1665.208,3.24,0.9705245195848864
292,2006-07-17,2.3195344674818363,1682.887,3.2,0.7248545210880738
293,2006-07-18,2.352318627620863,1684.252,3.2,0.7350995711315197
294,2006-07-19,2.358637676798073,1645.16,3.19,0.7393848516608379
295,2006-07-20,3.157658667588751,1655.122,3.2,0.9867683336214846
296,2006-07-21,2.898104730698341,1665.328,3.2,0.9056577283432315
297,2006-07-24,2.153516060126582,1665.944,3.25,0.6626203261927945
298,2006-07-25,2.590502906757267,1685.461,3.24,0.7995379341843416
299,2006-07-26,2.6842472861842106,1686.654,3.25,0.825922241902834
300,2006-07-27,2.6905196551007684,1675.168,3.28,0.8202803826526733
301,2006-07-28,1.948794760874789,1662.031,3.25,0.5996291571922427
302,2006-07-31,3.6449274678111583,1612.733,3.26,1.118075910371521
303,2006-08-01,3.493429808817792,1600.614,3.25,1.0749014796362435
304,2006-08-02,3.7032108018386105,1600.872,3.25,1.139449477488803
305,2006-08-03,3.4562197278911566,1601.058,3.24,1.0667344839170236
306,2006-08-04,3.68488287279064,1570.15,3.25,1.1338101147048123
307,2006-08-07,3.0478480803731616,1547.436,3.25,0.937799409345588
308,2006-08-08,3.0523147511129096,1580.577,3.25,0.939173769573203
309,2006-08-09,2.9750415635646403,1578.566,3.26,0.91258943667627
310,2006-08-10,2.668857219023246,1606.065,3.26,0.8186678585960877
311,2006-08-11,2.501020114503816,1605.926,3.26,0.7671840842036245
312,2006-08-14,2.543580563654033,1570.738,3.25,0.7826401734320102
313,2006-08-15,2.212176383951244,1595.657,3.25,0.6806696566003828
314,2006-08-16,2.2581313838004853,1616.41,3.24,0.6969541308026189
315,2006-08-17,2.3724264620858344,1603.332,3.24,0.7322303895326648
316,2006-08-18,2.718632234697573,1598.018,3.2,0.8495725733429915
317,2006-08-21,2.7241970194647203,1601.15,3.26,0.8356432575045155
318,2006-08-22,2.518414904845674,1613.355,3.25,0.7748968937986689
319,2006-08-23,2.269029017160687,1612.396,3.25,0.6981627745109805
320,2006-08-24,2.975473856558106,1623.017,3.25,0.915530417402494
321,2006-08-25,2.677977028590316,1623.034,3.24,0.8265361199352828
322,2006-08-28,2.4540477287433675,1650.438,3.26,0.7527753769151435
323,2006-08-29,2.5762357181689683,1651.024,3.25,0.7926879132827594
324,2006-08-30,2.6634969950198366,1655.195,3.24,0.8220669737715545
325,2006-08-31,2.4180279853479854,1658.638,3.24,0.7463049337493781
326,2006-09-01,2.627322199226131,1636.691,3.23,0.8134124455808456
327,2006-09-04,2.2592635626832207,1657.52,3.23,0.6994624033074986
328,2006-09-05,2.5273880828098734,1664.078,3.23,0.7824730906532116
329,2006-09-06,2.319071811902232,1672.121,3.21,0.7224522778511627
330,2006-09-07,2.347254644268776,1661.19,3.2,0.7335170763339924
331,2006-09-08,2.468038788348011,1667.984,3.2,0.7712621213587534
332,2006-09-11,2.551095057034221,1674.966,3.2,0.7972172053231941
333,2006-09-12,2.940547097704603,1695.862,3.18,0.9247003451901268
334,2006-09-13,2.85174918471931,1689.389,3.18,0.8967764731821729
335,2006-09-14,2.4951840232181937,1689.692,3.17,0.7871242975451715
336,2006-09-15,2.4113262286492723,1721.045,3.17,0.7606707345896758
337,2006-09-18,2.082280527289547,1732.987,3.16,0.6589495339523883
338,2006-09-19,2.578931613042539,1735.241,3.15,0.818708448584933
339,2006-09-20,1.9834608039318933,1732.453,3.13,0.6336935475820745
340,2006-09-21,2.640250712025317,1740.901,3.11,0.8489552128698769
341,2006-09-22,2.430151881773399,1725.361,3.05,0.7967711087781637
342,2006-09-25,2.374010360483066,1722.366,3.0,0.7913367868276886
343,2006-09-26,2.4285745331529096,1712.637,3.0,0.8095248443843032
344,2006-09-27,2.2734918578086445,1725.039,3.0,0.7578306192695482
345,2006-09-28,1.9654617011451792,1736.963,3.0,0.6551539003817264
346,2006-09-29,2.5188098998168686,1752.424,3.0,0.8396032999389562
347,2006-10-09,2.328219127351522,1785.385,3.0,0.7760730424505073
348,2006-10-10,3.0956184419496164,1784.862,2.99,1.0353238936286342
349,2006-10-11,2.7898342059938,1790.104,2.97,0.939338116496229
350,2006-10-12,2.43737673399092,1778.181,2.96,0.8234380858077432
351,2006-10-13,2.8289636067354693,1784.656,2.95,0.9589707141476168
352,2006-10-16,2.117665642594859,1771.299,2.96,0.7154275819577226
353,2006-10-17,2.60760692571184,1763.901,2.95,0.8839345510887593
354,2006-10-18,2.228977573747186,1787.185,2.95,0.7555856182193851
355,2006-10-19,2.3447307471922985,1792.253,2.95,0.7948239820990842
356,2006-10-20,2.271825209380235,1790.364,2.95,0.7701102404678762
357,2006-10-23,2.427827292377702,1759.394,2.95,0.8229923025009158
358,2006-10-24,2.357768651488616,1805.181,2.94,0.8019621263566721
359,2006-10-25,2.095807653457654,1806.646,2.95,0.7104432723585268
360,2006-10-26,1.7791238314075628,1810.646,2.94,0.6051441603427085
361,2006-10-27,1.8962873106929783,1807.175,2.94,0.6449956839091763
362,2006-10-30,1.6601331316187595,1809.656,2.94,0.5646711332036597
363,2006-10-31,2.398059150043365,1837.993,2.95,0.8129014067943608
364,2006-11-01,2.3963856027753683,1855.713,2.95,0.812334102635718
365,2006-11-02,2.74989070247934,1851.314,2.96,0.9290171292159932
366,2006-11-03,2.76355,1866.362,2.96,0.9336317567567568
367,2006-11-06,2.4064454466608844,1886.307,2.98,0.8075320290808337
368,2006-11-07,2.348740069384215,1889.53,2.99,0.7855317957806739
369,2006-11-08,2.2464666335650447,1866.817,2.98,0.7538478636124312
370,2006-11-09,2.229108540218471,1896.482,2.97,0.7505415960331552
371,2006-11-10,2.302285203574975,1883.347,2.96,0.7777990552618159
372,2006-11-13,2.5893308759757154,1863.765,2.95,0.8777392799917679
373,2006-11-14,2.570869210754553,1888.239,2.97,0.8656125288735869
374,2006-11-15,2.1507407854984897,1922.935,2.97,0.724155146632488
375,2006-11-16,2.5292209887250645,1941.547,2.97,0.8515895584932877
376,2006-11-17,2.4258735472679964,1971.793,2.96,0.8195518740770258
377,2006-11-20,2.2387667673716014,2017.279,2.98,0.7512640158965106
378,2006-11-21,2.2911163052905463,2037.552,2.98,0.7688309749297135
379,2006-11-22,2.28190988725065,2041.355,3.05,0.7481671761477542
380,2006-11-23,2.2990715524718124,2062.363,3.06,0.7513305727032067
381,2006-11-24,2.307054726799653,2050.812,3.07,0.7514836243647078
382,2006-11-27,2.18942523850824,2047.277,3.02,0.7249752445391522
383,2006-11-28,2.073560422960725,2038.721,2.99,0.6934984692176338
384,2006-11-29,0.8571,2054.091,2.98,0.2876174496644295
385,2006-11-30,1.8901199306759104,2099.289,2.98,0.6342684331127216
386,2006-12-01,1.847246100519931,2102.049,2.99,0.6178080603745588
387,2006-12-04,1.820969670710572,2161.648,2.99,0.6090199567593886
388,2006-12-05,1.1619240437158471,2173.285,2.99,0.38860335910229
389,2006-12-06,2.055234545454545,2156.604,2.99,0.6873694131954999
390,2006-12-07,1.961552727272728,2156.75,2.99,0.656037701429006
391,2006-12-08,1.7874629116117855,2093.638,3.04,0.5879812209249294
392,2006-12-11,1.7269143847487003,2180.496,3.05,0.5662014376225247
393,2006-12-12,1.7259648180242635,2218.951,3.04,0.5677515848764024
394,2006-12-13,1.7160797227036395,2223.455,3.05,0.5626490894110294
395,2006-12-14,1.72450554592721,2249.11,3.03,0.5691437445304324
396,2006-12-15,1.814810707070707,2273.908,3.04,0.5969772062732589
397,2006-12-18,1.5804202772963607,2332.434,3.03,0.5215908505928584
398,2006-12-19,1.7383971717171716,2364.177,3.02,0.5756282025553549
399,2006-12-20,0.6939,2373.205,3.03,0.229009900990099
400,2006-12-21,1.132613661202186,2342.938,3.02,0.3750376361596642
401,2006-12-22,1.6934793760831892,2343.668,3.04,0.5570655842378912
402,2006-12-25,1.1427387978142078,2435.762,3.04,0.375900920333621
403,2006-12-26,1.1814338797814208,2479.732,3.04,0.3886295657175726
404,2006-12-27,1.5207,2536.387,3.04,0.5002302631578948
405,2006-12-28,1.6808604852686313,2567.594,3.03,0.5547394340820566
406,2006-12-29,1.6097671981776762,2675.474,3.02,0.5330354960853233
407,2007-01-04,1.6600769716088328,2715.719,3.02,0.5496943614598784
408,2007-01-05,1.6318476785714282,2641.334,3.02,0.5403469134342478
409,2007-01-08,1.6066876971608832,2707.199,3.04,0.5285156898555536
410,2007-01-09,1.7593401328273244,2807.804,3.02,0.5825629578898425
411,2007-01-10,1.4544111607142856,2825.576,3.01,0.4831930766492643
412,2007-01-11,1.52926759410802,2770.11,3.0,0.5097558647026733
413,2007-01-12,1.7130199240986717,2668.11,3.02,0.5672251404300237
414,2007-01-15,1.308979271070615,2794.701,3.02,0.4334368447253692
415,2007-01-16,1.4934687855787474,2821.017,3.02,0.4945260879399826
416,2007-01-17,1.5504403225806451,2778.9,3.02,0.5133908352916043
417,2007-01-18,1.4038446808510638,2756.983,3.03,0.4633150761884699
418,2007-01-19,1.482055882352941,2832.207,3.03,0.4891273539118617
419,2007-01-22,1.2696533551554832,2933.19,3.03,0.4190275099523047
420,2007-01-23,1.2724715220949263,2949.144,3.04,0.4185761585838573
421,2007-01-24,1.262414238952537,2975.129,3.03,0.4166383626906063
422,2007-01-25,1.4582434535104365,2857.365,3.03,0.4812684665050946
423,2007-01-26,1.4288806451612903,2882.558,3.04,0.4700265280135823
424,2007-01-29,1.2827486344537815,2945.263,3.04,0.4219567876492702
425,2007-01-30,1.2089355555555554,2930.562,3.06,0.395076978939724
426,2007-01-31,1.2659221729490022,2786.335,3.07,0.4123524993319226
427,2007-02-01,1.4918696737044146,2785.432,3.07,0.4859510337799396
428,2007-02-02,1.271039246119734,2673.212,3.06,0.4153723026535078
429,2007-02-05,1.2416416851441243,2612.537,3.08,0.4031304172545858
430,2007-02-06,1.520070537428023,2675.697,3.07,0.4951369828755775
431,2007-02-07,1.3847075224856906,2716.175,3.07,0.4510447955979448
432,2007-02-08,1.4772140301318266,2737.732,3.08,0.4796149448479956
433,2007-02-09,1.3931192150449714,2730.386,3.12,0.4465125689246703
434,2007-02-12,1.4662702448210925,2807.174,3.14,0.466965046121367
435,2007-02-13,1.340186463798531,2831.872,3.14,0.4268109757320162
436,2007-02-14,1.433421724137931,2905.093,3.14,0.4565037338018888
437,2007-02-15,1.3474613935969868,2993.008,3.14,0.4291278323557282
438,2007-02-16,1.1327019292604503,2998.474,3.14,0.3607330984905892
439,2007-02-26,1.1741747342600162,3040.599,3.12,0.3763380558525693
440,2007-02-27,1.3045327064595251,2771.791,3.15,0.414137367130008
441,2007-02-28,1.1941852631578949,2881.073,3.15,0.379106432748538
442,2007-03-01,1.359727657873701,2797.19,3.16,0.4302935626182598
443,2007-03-02,1.4651184284377925,2831.526,3.17,0.4621824695387358
444,2007-03-05,1.3126401278976818,2785.306,3.17,0.4140820592737166
445,2007-03-06,1.2559886490807357,2840.175,3.18,0.3949649839876527
446,2007-03-07,1.287574053030303,2896.594,3.19,0.4036282297900636
447,2007-03-08,0.475,2928.015,3.22,0.1475155279503105
448,2007-03-09,1.226200959232614,2937.91,3.22,0.3808077513144763
449,2007-03-12,1.382388119738073,2954.914,3.23,0.4279839379994034
450,2007-03-13,1.2645912070343723,2964.794,3.21,0.3939536470512063
451,2007-03-14,1.2787042366107115,2906.334,3.23,0.3958836645853596
452,2007-03-15,1.2650967226219028,2951.698,3.29,0.3845278792163838
453,2007-03-16,1.4898552631578947,2930.481,3.3,0.4514712918660287
454,2007-03-19,1.256832533972822,3014.442,3.34,0.3762971658601263
455,2007-03-20,1.2622535571542768,3032.195,3.36,0.3756707015340109
456,2007-03-21,0.8107897014925375,3057.38,3.4,0.238467559262511
457,2007-03-22,1.043468544891641,3071.225,3.4,0.3069025132034238
